[LOGGING],1,2,3,4
DATETIME[YYYY/MM/DD hh:mm:ss.s],STRING[20],STRING[2],LONG[DEC.0],SHORT[DEC.0]
TIME,Code model ,Judge,VaccumAct,VaccumSpec
2023/11/10 19:09:59.5,,OK,0,0
2023/11/10 19:10:25.5,,OK,0,0
2023/11/10 19:11:22.6,,OK,0,0
2023/11/10 19:11:55.3,,OK,0,0
2023/11/10 19:12:20.3,,OK,0,0
2023/11/10 19:12:40.6,,OK,0,0
2023/11/10 19:13:05.5,,OK,0,0
2023/11/10 19:13:34.2,,OK,0,0
2023/11/10 19:13:57.0,,OK,0,0
2023/11/10 19:14:24.2,,NG,0,0
2023/11/10 19:14:53.3,,OK,0,0
2023/11/10 19:15:19.4,,OK,0,0
2023/11/10 19:15:46.9,,OK,0,0
2023/11/10 19:16:14.0,,OK,0,0
2023/11/10 19:16:40.2,,OK,0,0
2023/11/10 19:17:05.9,,OK,0,0
2023/11/10 19:17:32.4,,OK,0,0
2023/11/10 19:18:03.1,,OK,0,0
2023/11/10 19:18:29.1,,OK,0,0
2023/11/10 19:18:50.6,,OK,0,0
2023/11/10 19:19:13.5,,OK,0,0
2023/11/10 19:19:39.7,,OK,0,0
2023/11/10 19:20:05.0,,OK,0,0
2023/11/10 19:20:30.8,,OK,0,0
2023/11/10 19:21:27.2,,OK,0,0
2023/11/10 19:21:48.3,,OK,0,0
2023/11/10 19:22:13.9,,OK,0,0
2023/11/10 19:22:38.7,,OK,0,0
2023/11/10 19:23:06.0,,OK,0,0
2023/11/10 19:23:29.9,,OK,0,0
2023/11/10 19:23:56.0,,OK,0,0
2023/11/10 19:24:22.1,,OK,0,0
2023/11/10 19:24:56.1,,OK,0,0
2023/11/10 19:25:16.0,,OK,0,0
2023/11/10 19:25:40.4,,OK,0,0
2023/11/10 19:26:05.1,,NG,0,0
2023/11/10 19:26:33.0,,OK,0,0
2023/11/10 19:26:56.3,,OK,0,0
2023/11/10 19:27:22.2,,OK,0,0
2023/11/10 19:27:47.0,,OK,0,0
2023/11/10 19:28:13.1,,OK,0,0
2023/11/10 19:28:38.4,,OK,0,0
2023/11/10 19:29:29.0,,OK,0,0
2023/11/10 19:29:55.5,,OK,0,0
2023/11/10 19:30:35.1,,OK,0,0
2023/11/10 19:31:02.5,,OK,0,0
2023/11/10 19:31:34.1,,OK,0,0
2023/11/10 19:32:00.7,,OK,0,0
2023/11/10 19:32:23.3,,OK,0,0
2023/11/10 19:32:49.4,,OK,0,0
2023/11/10 19:33:18.8,,OK,0,0
2023/11/10 19:33:44.2,,OK,0,0
2023/11/10 19:34:17.3,,OK,0,0
2023/11/10 19:34:43.0,,OK,0,0
2023/11/10 19:35:10.3,,OK,0,0
2023/11/10 19:35:39.7,,OK,0,0
2023/11/10 19:36:13.2,,OK,0,0
2023/11/10 19:36:34.0,,OK,0,0
2023/11/10 19:37:03.1,,OK,0,0
2023/11/10 19:37:37.5,,OK,0,0
2023/11/10 19:38:01.1,,OK,0,0
2023/11/10 19:38:28.2,,NG,0,0
2023/11/10 19:38:52.8,,OK,0,0
2023/11/10 19:39:27.3,,OK,0,0
2023/11/10 19:39:52.2,,OK,0,0
2023/11/10 19:40:18.6,,OK,0,0
2023/11/10 19:41:05.2,,OK,0,0
